"","specimenID","country","verbatimLocality","eventRemarks","verbatimEventDate","sex","measurementSide","ageValue","measurementType","measurementValue","template","measurementUnit","scientificName"
"14906","AK3-140","24","4","","","unknown","norecord","7.1","M5","41.97","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14909","AK3-144","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14911","AK3-260","24","4","","","unknown","norecord","7.1","M5","42.2","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14912","AK3-262","24","4","","","unknown","norecord","7.1","M5","31.7","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14913","AK3-264","24","4","","","unknown","norecord","7.1","M5","42.2","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14919","AK3-4","24","4","","","unknown","norecord","7.1","M5","39.1","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14929","AK4-151","24","4","","","unknown","norecord","7.1","M5","44.6","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14930","AK4-152","24","4","","","unknown","norecord","7.1","M5","35.7","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14940","AK4-96","24","4","","","unknown","norecord","7.1","M5","34.9","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14941","AK4-97","24","4","","","unknown","norecord","7.1","M5","32.8","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14942","AK4-98","24","4","","","unknown","norecord","7.1","M5","39.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14943","AK5","24","4","","","unknown","norecord","7.1","M5","36.15","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14946","AK5-155","24","4","","","unknown","norecord","7.1","M5","37.6","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14951","AK5-179","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14953","AK5-220","24","4","","","unknown","norecord","7.1","M5","40","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14954","AK5-394","24","4","","","unknown","norecord","7.1","M5","41.18","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14955","AK5-395","24","4","","","unknown","norecord","7.1","M5","43.2","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14958","AK5-475","24","4","","","unknown","norecord","7.1","M5","46.2","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14959","AK5-476","24","4","","","unknown","norecord","7.1","M5","40","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14960","AK5-477","24","4","","","unknown","norecord","7.1","M5","39.9","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14961","AK5-479","24","4","","","unknown","norecord","7.1","M5","39.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14962","AK5-47b","24","4","","","unknown","norecord","7.1","M5","38.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14969","AK5-543","24","4","","","unknown","norecord","7.1","M5","34.9","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14971","AK5-546","24","4","","","unknown","norecord","7.1","M5","36.3","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14976","AK5-5A","24","4","","","unknown","norecord","7.1","M5","44.6","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14977","AK5-6","24","4","","","unknown","norecord","7.1","M5","38.8","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14981","AK5-75","24","4","","","unknown","norecord","7.1","M5","46.4","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14982","AK5-76","24","4","","","unknown","norecord","7.1","M5","36.1","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14988","AK6-107","24","4","","","unknown","norecord","7.1","M5","42.25","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14998","AK6-195","24","4","","","unknown","norecord","7.1","M5","34.1","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15001","AK6-248B","24","4","","","unknown","norecord","7.1","M5","33.6","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15002","AK6-259B","24","4","","","unknown","norecord","7.1","M5","34.8","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15003","AK6-261D","24","4","","","unknown","norecord","7.1","M5","33.6","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15007","AK6-273","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"15008","AK6-278","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15009","AK6-4","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"15012","AK6-9","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15015","AK7-14","24","4","","","unknown","norecord","7.1","M5","36.2","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15016","AK7-43","24","4","","","unknown","norecord","7.1","M5","35.6","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15017","AK7-44","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"15020","AKA43","24","4","","","unknown","norecord","7.1","M5","34.12","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15021","AKA55","24","4","","","unknown","norecord","7.1","M5","35","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"15023","AKK116","24","4","","","unknown","norecord","7.1","M5","41.85","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"15034","ACA257b","24","5","","","unknown","right","4.0","M5","48.4","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15035","ACA49a","24","5","","","unknown","right","4.0","M5","50.2","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15037","ACA56","24","5","","","unknown","right","4.0","M5","44","metacarpal proximal breadth","mm","Plesiohipparion longipes"
"15042","MNHNACA149a","24","5","","","unknown","left","4.0","M5","48.7","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15044","MNHNACA237","24","5","","","unknown","right","4.0","M5","46.3","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15045","MNHNACA238A","24","5","","","unknown","right","4.0","M5","","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15046","MNHNACA257","24","5","","","unknown","right","4.0","M5","48.4","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15047","MNHNACA345","24","5","","","unknown","right","4.0","M5","48.8","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15048","MNHNACA346","24","5","","","unknown","left","4.0","M5","48.9","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15051","MNHNACA49a","24","5","","","unknown","right","4.0","M5","50.2","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15056","MNHNACA54","24","5","","","unknown","left","4.0","M5","47.1","metacarpal proximal breadth","mm","Proboscidipparion heintzi"
"15060","ISP17P33A","27","1","","","unknown","left","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"15062","ISP25P26A","27","1","","","unknown","left","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"15064","ISP27P25B","27","1","","","unknown","right","7.1","M5","31.9","metacarpal proximal breadth","mm","""Hipparion""  sp."
"15068","ISP33P15A","27","1","","","unknown","left","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"15084","AaO194","29","1","","","unknown","norecord","2.5","M5","44.8","metacarpal proximal breadth","mm","Eurygnathohippus pomeli"
"15086","AaO2831","29","1","","","unknown","norecord","2.5","M5","","metacarpal proximal breadth","mm","Eurygnathohippus pomeli"
"15087","AaO3706","29","1","","","unknown","norecord","2.5","M5","43","metacarpal proximal breadth","mm","Eurygnathohippus pomeli"
"15088","AaO3707","29","1","","","unknown","norecord","2.5","M5","45.5","metacarpal proximal breadth","mm","Eurygnathohippus pomeli"
"15089","AaO3725","29","1","","","unknown","norecord","2.5","M5","","metacarpal proximal breadth","mm","Eurygnathohippus pomeli"
"15092","AaOMEAN","29","1","","","unknown","norecord","2.5","M5","46.3","metacarpal proximal breadth","mm","Eurygnathohippus pomeli"
"15098","BMNHM2654","4","1","","","unknown","left","3.5","M5","","tibia distal breadth","mm","Cremohipparion antelopinum"
"15101","YGSP11532","4","1","Y311","","unknown","left","8.0","M5","","tibia distal breadth","mm","""Hipparion""  sp."
"15103","YGSP16158","4","1","Y309","","unknown","left","8.0","M5","","tibia distal breadth","mm","""Hipparion""  sp."
"15106","YGSP16859","4","1","Y450","","unknown","left","8.0","M5","","tibia distal breadth","mm","""Hipparion""  sp."
"15107","YGSP17079","4","1","Y310","","unknown","right","8.0","M5","","tibia distal breadth","mm","""Hipparion""  sp."
"15111","YGSP8904","4","1","Y251","","unknown","left","8.0","M5","71.3","tibia distal breadth","mm","""Hipparion""  sp."
"15113","HLMDSS-2","5","1","","","unknown","no record","8.0","M5","0","humerus proximal breadth","mm","""Hipparion""  sp."
"15114","MMTT13/2361","5","1","Q13","","unknown","left","7.9","M5","55.7","tibia distal breadth","mm","""Hipparion""  sp."
"15119","NHMW1977/1948","6","2","","","unknown","left","10.5","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15120","NHMW1977/1948/0036","6","2","Gaiselberg","","unknown","right","10.5","M5","","tibia distal breadth","mm","Hippotherium primigeneium"
"15122","NHMW9107","6","6","","","unknown","left","10.5","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15123","NHMW9108","6","6","","","unknown","left","10.5","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15124","NHMW9109","6","6","","","unknown","left","10.5","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15126","NHMW9131","6","7","","","unknown","right","10.5","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15131","Ho168","7","1","","","unknown","left","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15137","Ho220","7","1","","","unknown","left","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15142","Ho367","7","1","","","unknown","norecord","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15143","Ho4156","7","1","","","unknown","left","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15144","Ho4254","7","1","","","unknown","right","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15146","Ho505221","7","1","","","unknown","left","10.3","M5","96","tibia distal breadth","mm","Hippotherium primigeneium"
"15148","Ho51157","7","1","","","unknown","left","10.3","M5","100.8","tibia distal breadth","mm","Hippotherium primigeneium"
"15151","Ho554","7","1","","","unknown","norecord","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15152","Ho5759","7","1","","","unknown","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15153","Ho5997","7","1","","","unknown","left","10.3","M5","83.7","tibia distal breadth","mm","Hippotherium primigeneium"
"15154","Ho62","7","1","","","unknown","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15155","Ho63","7","1","","","unknown","left","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15156","Ho8455","7","1","","","unknown","norecord","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15157","Ho9759","7","1","","","unknown","left","10.3","M5","84","tibia distal breadth","mm","Hippotherium primigeneium"
"15160","HoA54","7","1","","","male","left","10.3","M5","92","humerus proximal breadth","mm","Hippotherium primigeneium"
"15161","HoA54","7","1","","","male","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15164","HoA54","7","1","","","male","right","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15165","HoA54","7","1","","","unknown","left","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15167","HoB54113","7","1","","","male","right","10.3","M5","101.7","tibia distal breadth","mm","Hippotherium primigeneium"
"15168","HoB548","7","1","","","male","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15170","HoC5466","7","1","","","female","left","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15171","HoC5467","7","1","","","female","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15174","HoC5482","7","1","","","female","right","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15175","HoC5483","7","1","","","female","left","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15176","HoE54101","7","1","","","female","left","10.3","M5","97","tibia distal breadth","mm","Hippotherium primigeneium"
"15178","HoE54114","7","1","","","female","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15179","HoE54115","7","1","","","female","left","10.3","M5","72","humerus proximal breadth","mm","Hippotherium primigeneium"
"15182","HoE5477","7","1","","","female","right","10.3","M5","91.6","tibia distal breadth","mm","Hippotherium primigeneium"
"15184","HoG54","7","1","","","male","left","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15185","HoG54","7","1","","","male","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15187","HoG54","7","1","","","male","right","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15188","HoG54","7","1","","","unknown","left","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15189","HoI53","7","1","","","female","left","10.3","M5","100","tibia distal breadth","mm","Hippotherium primigeneium"
"15190","HoI53","7","1","","","unknown","right","10.3","M5","102","tibia distal breadth","mm","Hippotherium primigeneium"
"15191","HoI531","7","1","","","female","left","10.3","M5","73","humerus proximal breadth","mm","Hippotherium primigeneium"
"15194","HoII53","7","1","","","unknown","left","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15195","HoII53","7","1","","","unknown","left","10.3","M5","102.3","tibia distal breadth","mm","Hippotherium primigeneium"
"15196","HoII53","7","1","","","unknown","right","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15198","HoIII","7","1","","","unknown","left","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15199","HoIII","7","1","","","unknown","right","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
"15200","HoIII","7","1","","","unknown","left","10.3","M5","85","tibia distal breadth","mm","Hippotherium primigeneium"
"15203","HoT56","7","1","","","unknown","left","10.3","M5","77.8","humerus proximal breadth","mm","Hippotherium primigeneium"
"15206","HoT5635","7","1","","","unknown","left","10.3","M5","101.6","tibia distal breadth","mm","Hippotherium primigeneium"
"15207","HoT5653","7","1","","","unknown","right","10.3","M5","100","tibia distal breadth","mm","Hippotherium primigeneium"
"15208","HoV58100","7","1","","","female","left","10.3","M5","87","tibia distal breadth","mm","Hippotherium primigeneium"
"15213","HoY59200","7","1","","","unknown","right","10.3","M5","0","tibia distal breadth","mm","Hippotherium primigeneium"
"15214","HoY59297","7","1","","","unknown","left","10.3","M5","87.4","tibia distal breadth","mm","Hippotherium primigeneium"
"15217","HoY5954","7","1","","","unknown","right","10.3","M5","69","humerus proximal breadth","mm","Hippotherium primigeneium"
"15218","HoY5955","7","1","","","unknown","left","10.3","M5","0","humerus proximal breadth","mm","Hippotherium primigeneium"
