"","SPEC_ID","PROTECTED...P","GENUS","SPECIES","COUNTRY","LOCALITY","QUARRY","DATE.COLLECTED","SEX","BONE","SIDE","AGE","variable","value","template"
"14865","AK11-56B","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","42.3","metacarpal proximal breadth"
"14866","AK11-98K","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","44.5","metacarpal proximal breadth"
"14868","AK12-219","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"14869","AK12-3","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","42.1","metacarpal proximal breadth"
"14870","AK12-34","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","45.1","metacarpal proximal breadth"
"14871","AK12-35","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","36.3","metacarpal proximal breadth"
"14877","AK14","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","42.4","metacarpal proximal breadth"
"14883","AK2-243","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","30.96","metacarpal proximal breadth"
"14889","AK2-393","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","36.6","metacarpal proximal breadth"
"14894","AK2-44b","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","41.1","metacarpal proximal breadth"
"14895","AK2-5","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","33.7","metacarpal proximal breadth"
"14899","AK2-8","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"14902","AK2-97","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","46.5","metacarpal proximal breadth"
"14904","AK3-1","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","41.85","metacarpal proximal breadth"
"14905","AK3-139","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","41.4","metacarpal proximal breadth"
"14906","AK3-140","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","41.97","metacarpal proximal breadth"
"14909","AK3-144","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"14911","AK3-260","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","42.2","metacarpal proximal breadth"
"14912","AK3-262","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","31.7","metacarpal proximal breadth"
"14913","AK3-264","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","42.2","metacarpal proximal breadth"
"14919","AK3-4","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","39.1","metacarpal proximal breadth"
"14929","AK4-151","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","44.6","metacarpal proximal breadth"
"14930","AK4-152","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","35.7","metacarpal proximal breadth"
"14940","AK4-96","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","34.9","metacarpal proximal breadth"
"14941","AK4-97","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","32.8","metacarpal proximal breadth"
"14942","AK4-98","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","39.5","metacarpal proximal breadth"
"14943","AK5","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","36.15","metacarpal proximal breadth"
"14946","AK5-155","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","37.6","metacarpal proximal breadth"
"14951","AK5-179","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"14953","AK5-220","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","40","metacarpal proximal breadth"
"14954","AK5-394","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","41.18","metacarpal proximal breadth"
"14955","AK5-395","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","43.2","metacarpal proximal breadth"
"14958","AK5-475","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","46.2","metacarpal proximal breadth"
"14959","AK5-476","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","40","metacarpal proximal breadth"
"14960","AK5-477","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","39.9","metacarpal proximal breadth"
"14961","AK5-479","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","39.5","metacarpal proximal breadth"
"14962","AK5-47b","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","38.5","metacarpal proximal breadth"
"14969","AK5-543","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","34.9","metacarpal proximal breadth"
"14971","AK5-546","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","36.3","metacarpal proximal breadth"
"14976","AK5-5A","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","44.6","metacarpal proximal breadth"
"14977","AK5-6","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","38.8","metacarpal proximal breadth"
"14981","AK5-75","","cf. Hippotherium","brachypus","24","4","","","unknown","mc3","norecord","7.1","M5","46.4","metacarpal proximal breadth"
"14982","AK5-76","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","36.1","metacarpal proximal breadth"
"14988","AK6-107","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","42.25","metacarpal proximal breadth"
"14998","AK6-195","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","34.1","metacarpal proximal breadth"
"15001","AK6-248B","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","33.6","metacarpal proximal breadth"
"15002","AK6-259B","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","34.8","metacarpal proximal breadth"
"15003","AK6-261D","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","33.6","metacarpal proximal breadth"
"15007","AK6-273","","""Hipparion"" ","sp.","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"15008","AK6-278","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"15009","AK6-4","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"15012","AK6-9","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"15015","AK7-14","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","36.2","metacarpal proximal breadth"
"15016","AK7-43","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","35.6","metacarpal proximal breadth"
"15017","AK7-44","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","","metacarpal proximal breadth"
"15020","AKA43","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","34.12","metacarpal proximal breadth"
"15021","AKA55","","Cremohipparion ","cf. moldavicum","24","4","","","unknown","mc3","norecord","7.1","M5","35","metacarpal proximal breadth"
"15023","AKK116","","""Hipparion"" ","cf. dietrichi","24","4","","","unknown","mc3","norecord","7.1","M5","41.85","metacarpal proximal breadth"
"15034","ACA257b","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","right","4.0","M5","48.4","metacarpal proximal breadth"
"15035","ACA49a","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","right","4.0","M5","50.2","metacarpal proximal breadth"
"15037","ACA56","","Plesiohipparion","longipes","24","5","","","unknown","mc3","right","4.0","M5","44","metacarpal proximal breadth"
"15042","MNHNACA149a","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","left","4.0","M5","48.7","metacarpal proximal breadth"
"15044","MNHNACA237","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","right","4.0","M5","46.3","metacarpal proximal breadth"
"15045","MNHNACA238A","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","right","4.0","M5","","metacarpal proximal breadth"
"15046","MNHNACA257","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","right","4.0","M5","48.4","metacarpal proximal breadth"
"15047","MNHNACA345","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","right","4.0","M5","48.8","metacarpal proximal breadth"
"15048","MNHNACA346","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","left","4.0","M5","48.9","metacarpal proximal breadth"
"15051","MNHNACA49a","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","right","4.0","M5","50.2","metacarpal proximal breadth"
"15056","MNHNACA54","","Proboscidipparion","heintzi","24","5","","","unknown","mc3","left","4.0","M5","47.1","metacarpal proximal breadth"
"15060","ISP17P33A","","""Hipparion"" ","sp.","27","1","","","unknown","mc3","left","7.1","M5","","metacarpal proximal breadth"
"15062","ISP25P26A","","""Hipparion"" ","sp.","27","1","","","unknown","mc3","left","7.1","M5","","metacarpal proximal breadth"
"15064","ISP27P25B","","""Hipparion"" ","sp.","27","1","","","unknown","mc3","right","7.1","M5","31.9","metacarpal proximal breadth"
"15068","ISP33P15A","","""Hipparion"" ","sp.","27","1","","","unknown","mc3","left","7.1","M5","","metacarpal proximal breadth"
"15084","AaO194","","Eurygnathohippus","pomeli","29","1","","","unknown","mc3","norecord","2.5","M5","44.8","metacarpal proximal breadth"
"15086","AaO2831 ","","Eurygnathohippus","pomeli","29","1","","","unknown","mc3","norecord","2.5","M5","","metacarpal proximal breadth"
"15087","AaO3706 ","","Eurygnathohippus","pomeli","29","1","","","unknown","mc3","norecord","2.5","M5","43","metacarpal proximal breadth"
"15088","AaO3707 ","","Eurygnathohippus","pomeli","29","1","","","unknown","mc3","norecord","2.5","M5","45.5","metacarpal proximal breadth"
"15089","AaO3725","","Eurygnathohippus","pomeli","29","1","","","unknown","mc3","norecord","2.5","M5","","metacarpal proximal breadth"
"15092","AaOMEAN","","Eurygnathohippus","pomeli","29","1","","","unknown","mc3","norecord","2.5","M5","46.3","metacarpal proximal breadth"
"15098","BMNHM2654","","Cremohipparion","antelopinum","4","1","","","unknown","tibia","left","3.5","M5","","tibia distal breadth"
"15101","YGSP11532","","""Hipparion"" ","sp.","4","1","Y311","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15103","YGSP16158","","""Hipparion"" ","sp.","4","1","Y309","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15106","YGSP16859","","""Hipparion"" ","sp.","4","1","Y450","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15107","YGSP17079","","""Hipparion"" ","sp.","4","1","Y310","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15111","YGSP8904","","""Hipparion"" ","sp.","4","1","Y251","","unknown","tibia","left","8.0","M5","71.3","tibia distal breadth"
"15113","HLMDSS-2","","""Hipparion"" ","sp.","5","1","","","unknown","humerus","no record","8.0","M5","0","humerus proximal breadth"
"15114","MMTT13/2361","","""Hipparion"" ","sp.","5","1","Q13","","unknown","tibia","left","7.9","M5","55.7","tibia distal breadth"
"15119","NHMW1977/1948","","Hippotherium","primigeneium","6","2","","","unknown","tibia","left","10.5","M5","0","tibia distal breadth"
"15120","NHMW1977/1948/0036","","Hippotherium","primigeneium","6","2","Gaiselberg","","unknown","tibia","right","10.5","M5","","tibia distal breadth"
"15122","NHMW9107","","Hippotherium","primigeneium","6","6","","","unknown","tibia","left","10.5","M5","0","tibia distal breadth"
"15123","NHMW9108","","Hippotherium","primigeneium","6","6","","","unknown","tibia","left","10.5","M5","0","tibia distal breadth"
"15124","NHMW9109","","Hippotherium","primigeneium","6","6","","","unknown","tibia","left","10.5","M5","0","tibia distal breadth"
"15126","NHMW9131","","Hippotherium","primigeneium","6","7","","","unknown","tibia","right","10.5","M5","0","tibia distal breadth"
"15131","Ho168","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M5","0","tibia distal breadth"
"15137","Ho220","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M5","0","tibia distal breadth"
"15142","Ho367","","Hippotherium","primigeneium","7","1","","","unknown","tibia","norecord","10.3","M5","0","tibia distal breadth"
"15143","Ho4156","","Hippotherium","primigeneium","7","1","","","unknown","humerus","left","10.3","M5","0","humerus proximal breadth"
"15144","Ho4254","","Hippotherium","primigeneium","7","1","","","unknown","tibia","right","10.3","M5","0","tibia distal breadth"
"15146","Ho505221","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M5","96","tibia distal breadth"
"15148","Ho51157","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M5","100.8","tibia distal breadth"
"15151","Ho554","","Hippotherium","primigeneium","7","1","","","unknown","humerus","norecord","10.3","M5","0","humerus proximal breadth"
"15152","Ho5759","","Hippotherium","primigeneium","7","1","","","unknown","humerus","right","10.3","M5","0","humerus proximal breadth"
"15153","Ho5997","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M5","83.7","tibia distal breadth"
"15154","Ho62","","Hippotherium","primigeneium","7","1","","","unknown","humerus","right","10.3","M5","0","humerus proximal breadth"
"15155","Ho63","","Hippotherium","primigeneium","7","1","","","unknown","humerus","left","10.3","M5","0","humerus proximal breadth"
"15156","Ho8455","","Hippotherium","primigeneium","7","1","","","unknown","tibia","norecord","10.3","M5","0","tibia distal breadth"
"15157","Ho9759","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M5","84","tibia distal breadth"
"15160","HoA54","","Hippotherium","primigeneium","7","1","","","male","humerus","left","10.3","M5","92","humerus proximal breadth"
"15161","HoA54","","Hippotherium","primigeneium","7","1","","","male","humerus","right","10.3","M5","0","humerus proximal breadth"
"15164","HoA54","","Hippotherium","primigeneium","7","1","","","male","tibia","right","10.3","M5","0","tibia distal breadth"
"15165","HoA54","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M5","0","tibia distal breadth"
"15167","HoB54113","","Hippotherium","primigeneium","7","1","","","male","tibia","right","10.3","M5","101.7","tibia distal breadth"
"15168","HoB548","","Hippotherium","primigeneium","7","1","","","male","humerus","right","10.3","M5","0","humerus proximal breadth"
"15170","HoC5466","","Hippotherium","primigeneium","7","1","","","female","humerus","left","10.3","M5","0","humerus proximal breadth"
"15171","HoC5467","","Hippotherium","primigeneium","7","1","","","female","humerus","right","10.3","M5","0","humerus proximal breadth"
"15174","HoC5482","","Hippotherium","primigeneium","7","1","","","female","tibia","right","10.3","M5","0","tibia distal breadth"
"15175","HoC5483","","Hippotherium","primigeneium","7","1","","","female","tibia","left","10.3","M5","0","tibia distal breadth"
"15176","HoE54101","","Hippotherium","primigeneium","7","1","","","female","tibia","left","10.3","M5","97","tibia distal breadth"
"15178","HoE54114","","Hippotherium","primigeneium","7","1","","","female","humerus","right","10.3","M5","0","humerus proximal breadth"
"15179","HoE54115","","Hippotherium","primigeneium","7","1","","","female","humerus","left","10.3","M5","72","humerus proximal breadth"
"15182","HoE5477","","Hippotherium","primigeneium","7","1","","","female","tibia","right","10.3","M5","91.6","tibia distal breadth"
